IdCliente;Sexo;Jubilado;Pareja;Dependientes;Antigüedad;Teléfono;MultiplesLíneas;Internet;SeguridadOnline;BackupOnline;SeguroDispositivo;SoporteTécnico;Televisión;Cine;Contrato;FacturaElectrónica;MétodoPago;CargoMensual;TotalFacturado;Baja
5716-EZXZN;Mujer;0;Sí;Sí;65;Sí;Sí;Fibra óptica;Sí;Sí;No;Sí;Sí;No;Dos años;Sí;Tarjeta crédito (automática);99.05;6416.7;No
6837-BJYDQ;Hombre;0;No;No;3;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;19.6;61.35;No
2135-RXIHG;Hombre;0;No;No;1;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;45.65;45.65;Sí
6440-DKQGE;Hombre;0;No;Sí;30;Sí;No;DSL;No;Sí;Sí;No;Sí;No;Un año;No;Tarjeta crédito (automática);64.5;1929.95;No
3466-BYAVD;Hombre;0;Sí;Sí;15;Sí;No;DSL;No;Sí;Sí;Sí;No;Sí;Mes a mes;Sí;Cheque por correo;69.5;1071.4;No
3780-YVMFA;Mujer;0;Sí;Sí;8;Sí;No;DSL;No;No;No;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;68.55;564.35;No
3874-EQOEP;Hombre;0;No;No;7;Sí;Sí;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;No;Cheque por correo;95;655.5;Sí
1679-JRFBR;Mujer;0;Sí;Sí;70;Sí;Sí;Fibra óptica;Sí;Sí;Sí;No;Sí;Sí;Un año;Sí;Tarjeta crédito (automática);108.15;7930.55;No
9073-ZZIAY;Hombre;0;Sí;Sí;62;Sí;No;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;No;Cheque electrónico;86.1;5215.25;No
3077-RSNTJ;Mujer;0;Sí;Sí;6;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;19.7;113.5;No
6551-GNYDG;Mujer;0;Sí;Sí;14;Sí;No;Fibra óptica;No;No;No;No;No;Sí;Mes a mes;Sí;Transferencia bancaria (automática);80.9;1152.8;No
9167-APMXZ;Mujer;0;No;No;22;Sí;Sí;Fibra óptica;No;No;No;No;Sí;No;Mes a mes;Sí;Transferencia bancaria (automática);84.15;1821.95;No
2749-CTKAJ;Hombre;0;Sí;Sí;22;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;20.15;419.9;No
6371-NZYEG;Hombre;0;Sí;Sí;16;Sí;No;DSL;Sí;No;Sí;No;Sí;No;Dos años;No;Cheque por correo;64.25;1024;No
7554-NEWDD;Hombre;0;No;No;10;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Transferencia bancaria (automática);25.7;251.6;No
8992-VONJD;Mujer;0;No;Sí;13;Sí;No;DSL;Sí;Sí;No;No;No;No;Mes a mes;Sí;Cheque electrónico;56;764.55;No
0867-MKZVY;Mujer;0;Sí;No;20;Sí;Sí;Fibra óptica;Sí;No;No;No;No;No;Mes a mes;No;Cheque electrónico;82.4;1592.35;Sí
4482-EWFMI;Mujer;0;No;No;2;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;69.7;135.2;No
4648-YPBTM;Hombre;0;No;No;53;Sí;Sí;DSL;No;Sí;Sí;Sí;No;Sí;Dos años;Sí;Transferencia bancaria (automática);73.9;3958.25;No
2907-ILJBN;Mujer;0;Sí;Sí;11;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;20.6;233.9;No
6345-FZOQH;Hombre;0;Sí;No;69;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;19.9;1363.45;No
3376-BMGFE;Mujer;0;No;No;4;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Transferencia bancaria (automática);70.9;273;Sí
5997-OPVFA;Hombre;0;Sí;No;72;Sí;Sí;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);89.05;6254.45;No
3445-HXXGF;Hombre;1;Sí;No;58;No;Sin servicio de telefonía;DSL;No;Sí;Sí;No;No;Sí;Mes a mes;Sí;Cheque electrónico;45.3;2651.2;Sí
1159-WFSGR;Mujer;0;Sí;Sí;16;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque electrónico;20.4;321.4;No
7654-YWJUF;Hombre;0;Sí;No;43;Sí;No;Fibra óptica;Sí;No;Sí;Sí;No;No;Un año;Sí;Transferencia bancaria (automática);84.25;3539.25;No
1875-QIVME;Mujer;0;Sí;No;2;Sí;Sí;Fibra óptica;No;No;Sí;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;104.4;242.8;Sí
6727-IOTLZ;Hombre;0;Sí;No;14;Sí;No;DSL;No;Sí;Sí;Sí;Sí;Sí;Dos años;No;Cheque por correo;81.95;1181.75;No
0691-JVSYA;Mujer;0;Sí;No;53;Sí;No;Fibra óptica;No;No;Sí;No;Sí;Sí;Un año;Sí;Transferencia bancaria (automática);94.85;5000.2;Sí
5918-VUKWP;Mujer;0;No;No;32;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Transferencia bancaria (automática);20.55;654.55;No
1744-JHKYS;Mujer;0;Sí;No;34;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque electrónico;24.7;780.2;No
2656-FMOKZ;Mujer;1;No;No;15;Sí;Sí;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque por correo;74.45;1145.7;Sí
2070-FNEXE;Mujer;1;No;No;7;Sí;No;Fibra óptica;Sí;No;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);76.45;503.6;Sí
5947-SGKCL;Mujer;0;Sí;Sí;15;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Mes a mes;Sí;Transferencia bancaria (automática);105.35;1559.25;No
3712-PKXZA;Hombre;0;Sí;No;61;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;Sí;Tarjeta crédito (automática);20.55;1252;No
6317-YPKDH;Mujer;0;No;No;1;No;Sin servicio de telefonía;DSL;No;Sí;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);29.95;29.95;Sí
6582-OIVSP;Mujer;0;No;No;1;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;45.3;45.3;No
9367-WXLCH;Hombre;0;No;No;8;Sí;Sí;Fibra óptica;No;No;No;No;No;Sí;Mes a mes;No;Transferencia bancaria (automática);84.5;662.65;Sí
5524-KHNJP;Hombre;0;Sí;Sí;33;Sí;No;DSL;Sí;No;Sí;No;Sí;Sí;Un año;No;Tarjeta crédito (automática);74.75;2453.3;No
1918-ZBFQJ;Mujer;0;No;No;13;Sí;No;Fibra óptica;No;Sí;Sí;No;No;No;Mes a mes;Sí;Cheque electrónico;79.25;1111.65;Sí
1024-GUALD;Mujer;0;Sí;No;1;No;Sin servicio de telefonía;DSL;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;24.8;24.8;Sí
4827-USJHP;Hombre;0;No;No;20;Sí;No;DSL;No;Sí;No;No;No;No;Mes a mes;Sí;Cheque por correo;51.8;1023.85;No
8167-GJLRN;Hombre;0;No;No;3;No;Sin servicio de telefonía;DSL;No;No;No;Sí;No;No;Mes a mes;No;Cheque electrónico;30.4;82.15;No
0956-SYCWG;Mujer;0;No;No;13;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque electrónico;19.65;244.8;No
8017-UVSZU;Mujer;0;Sí;No;40;Sí;Sí;DSL;No;Sí;No;No;No;No;Mes a mes;No;Tarjeta crédito (automática);56.6;2379.1;No
7100-FQPRV;Hombre;0;Sí;Sí;43;Sí;Sí;DSL;Sí;No;No;Sí;No;Sí;Un año;Sí;Tarjeta crédito (automática);71.9;3173.35;No
2472-OVKUP;Hombre;0;Sí;No;6;Sí;No;Fibra óptica;No;Sí;Sí;No;No;Sí;Mes a mes;Sí;Cheque electrónico;91;531;Sí
2984-RGEYA;Mujer;0;Sí;Sí;69;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Transferencia bancaria (automática);19.75;1375.4;No
9680-NIAUV;Mujer;0;Sí;Sí;72;Sí;Sí;Fibra óptica;Sí;Sí;Sí;No;Sí;Sí;Dos años;No;Tarjeta crédito (automática);109.7;8129.3;No
2146-EGVDT;Hombre;0;Sí;Sí;59;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Tarjeta crédito (automática);19.3;1192.7;No
2604-IJPDU;Mujer;0;Sí;No;20;Sí;No;Fibra óptica;Sí;Sí;No;Sí;Sí;No;Mes a mes;Sí;Cheque electrónico;96.55;1901.65;No
9178-JHUVJ;Hombre;0;Sí;Sí;24;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;Sí;Transferencia bancaria (automática);24.1;587.4;No
6168-YBYNP;Hombre;0;No;No;59;Sí;Sí;Fibra óptica;No;Sí;Sí;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;111.35;6519.75;No
7255-SSFBC;Hombre;0;Sí;Sí;72;Sí;Sí;Fibra óptica;No;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);112.25;8041.65;No
3645-DEYGF;Hombre;0;No;Sí;1;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;20.75;20.75;No
9323-HGFWY;Mujer;0;Sí;No;27;Sí;No;Fibra óptica;Sí;No;No;Sí;Sí;Sí;Un año;Sí;Tarjeta crédito (automática);101.9;2681.15;No
8544-GOQSH;Mujer;0;No;No;14;Sí;No;Fibra óptica;No;Sí;No;Sí;No;No;Mes a mes;Sí;Tarjeta crédito (automática);80.05;1112.3;No
3363-DTIVD;Hombre;0;Sí;Sí;71;Sí;Sí;Fibra óptica;Sí;No;Sí;No;Sí;Sí;Dos años;No;Cheque electrónico;105.55;7405.5;No
7018-WBJNK;Hombre;0;No;Sí;13;Sí;No;Fibra óptica;No;No;No;No;Sí;No;Mes a mes;Sí;Tarjeta crédito (automática);78.3;1033.95;No
9142-KZXOP;Hombre;0;No;No;44;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;No;Tarjeta crédito (automática);68.85;2958.95;No
7674-YTAFD;Mujer;0;No;No;33;Sí;No;Fibra óptica;No;Sí;No;Sí;No;No;Un año;Sí;Transferencia bancaria (automática);79.95;2684.85;No
6348-SNFUS;Hombre;0;Sí;Sí;72;No;Sin servicio de telefonía;DSL;Sí;Sí;Sí;Sí;No;Sí;Dos años;Sí;Tarjeta crédito (automática);55.45;4179.2;No
1285-OKIPP;Hombre;0;No;No;1;Sí;No;Fibra óptica;No;No;No;No;No;Sí;Mes a mes;No;Cheque electrónico;79.9;79.9;Sí
7825-ECJRF;Mujer;0;No;No;19;Sí;No;Fibra óptica;Sí;No;Sí;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;106.6;1934.45;Sí
1347-KTTTA;Hombre;0;Sí;No;64;Sí;No;Fibra óptica;No;Sí;Sí;Sí;Sí;Sí;Un año;Sí;Tarjeta crédito (automática);102.45;6654.1;No
7841-TZDMQ;Hombre;0;No;No;2;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;Sí;Tarjeta crédito (automática);46;84.5;Sí
4195-NZGTA;Mujer;0;No;No;1;No;Sin servicio de telefonía;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;25.25;25.25;No
7157-SMCFK;Hombre;0;No;Sí;61;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;19.75;1124.2;No
4709-LKHYG;Mujer;0;Sí;Sí;29;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque electrónico;20;540.05;No
2504-DSHIH;Hombre;1;Sí;No;23;Sí;Sí;Fibra óptica;No;No;No;No;No;Sí;Mes a mes;No;Cheque electrónico;86.8;1975.85;No
0699-NDKJM;Mujer;0;Sí;No;57;No;Sin servicio de telefonía;DSL;Sí;Sí;Sí;No;Sí;Sí;Mes a mes;Sí;Transferencia bancaria (automática);58.75;3437.45;No
9286-BHDQG;Hombre;0;Sí;Sí;72;No;Sin servicio de telefonía;DSL;Sí;Sí;Sí;Sí;No;No;Dos años;No;Tarjeta crédito (automática);45.25;3139.8;No
0230-WEQUW;Hombre;0;Sí;No;66;No;Sin servicio de telefonía;DSL;Sí;Sí;Sí;Sí;Sí;No;Dos años;Sí;Transferencia bancaria (automática);56.6;3789.2;No
2040-LDIWQ;Hombre;0;Sí;Sí;65;Sí;Sí;DSL;No;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);84.2;5324.5;No
6496-JDSSB;Mujer;0;No;No;8;Sí;No;Fibra óptica;No;No;No;No;Sí;No;Mes a mes;Sí;Transferencia bancaria (automática);80;624.6;No
9408-SSNVZ;Mujer;0;No;No;4;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;70.15;268.35;Sí
4443-EMBNA;Mujer;0;Sí;No;71;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Transferencia bancaria (automática);24.75;1836.9;No
6469-MRVET;Hombre;0;Sí;Sí;1;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;Sí;Cheque electrónico;20.2;20.2;No
0742-MOABM;Hombre;0;Sí;No;4;Sí;No;DSL;No;No;No;Sí;No;No;Mes a mes;No;Cheque por correo;50.05;179.35;Sí
5961-VUSRV;Mujer;0;No;No;12;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;Sí;Transferencia bancaria (automática);19.35;219.35;No
6778-JFCMK;Hombre;0;No;No;24;No;Sin servicio de telefonía;DSL;Sí;No;No;No;Sí;Sí;Un año;Sí;Cheque por correo;50.6;1288.75;No
6341-JVQGF;Mujer;0;Sí;Sí;31;Sí;No;DSL;Sí;No;Sí;Sí;Sí;Sí;Un año;Sí;Cheque por correo;81.15;2545.75;No
2232-DMLXU;Mujer;0;Sí;No;1;Sí;No;DSL;No;No;No;No;Sí;No;Mes a mes;No;Cheque por correo;55.2;55.2;Sí
4811-JBUVU;Hombre;0;No;No;30;Sí;Sí;Fibra óptica;No;No;No;Sí;No;Sí;Mes a mes;Sí;Tarjeta crédito (automática);89.9;2723.15;No
0945-TSONX;Mujer;0;Sí;Sí;47;Sí;Sí;DSL;Sí;Sí;No;Sí;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);85.3;4107.25;No
2651-ZCBXV;Hombre;0;No;No;54;Sí;Sí;Fibra óptica;Sí;Sí;No;Sí;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);108;5760.65;No
3316-UWXUY;Hombre;0;No;No;50;Sí;No;Fibra óptica;Sí;Sí;No;Sí;No;Sí;Mes a mes;Sí;Tarjeta crédito (automática);93.5;4747.5;No
8937-RDTHP;Hombre;0;No;No;1;Sí;No;Fibra óptica;Sí;No;No;No;No;Sí;Mes a mes;Sí;Cheque por correo;84.6;84.6;Sí
7083-MIOPC;Mujer;0;No;No;72;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Tarjeta crédito (automática);20.25;1566.9;No
1984-GPTEH;Mujer;0;No;No;29;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque electrónico;25.15;702;No
1251-KRREG;Hombre;0;No;No;2;Sí;Sí;DSL;No;Sí;No;No;No;No;Mes a mes;Sí;Cheque por correo;54.4;114.1;Sí
0621-JFHOL;Mujer;0;No;No;10;No;Sin servicio de telefonía;DSL;No;No;No;Sí;No;No;Dos años;Sí;Cheque por correo;29.6;299.05;No
9903-LYSAB;Hombre;0;Sí;No;18;Sí;Sí;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;73.15;1305.95;No
0094-OIFMO;Mujer;1;No;No;11;Sí;No;Fibra óptica;No;Sí;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;95;1120.3;Sí
9227-UAQFT;Hombre;0;No;No;16;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;19.75;284.35;No
7301-ABVAD;Mujer;0;No;No;72;Sí;Sí;DSL;No;Sí;Sí;Sí;Sí;Sí;Dos años;No;Transferencia bancaria (automática);86.6;6350.5;No
6614-FHDBO;Hombre;0;No;No;72;Sí;Sí;Fibra óptica;No;Sí;Sí;Sí;Sí;Sí;Dos años;No;Transferencia bancaria (automática);109.2;7878.3;No
7576-ASEJU;Mujer;0;Sí;Sí;41;Sí;No;DSL;Sí;No;No;Sí;Sí;Sí;Un año;Sí;Tarjeta crédito (automática);74.7;3187.65;No
9058-HRZSV;Mujer;1;Sí;No;65;Sí;No;Fibra óptica;Sí;Sí;Sí;No;No;Sí;Mes a mes;No;Cheque electrónico;94.4;6126.15;No
4522-AKYLR;Mujer;1;No;No;13;Sí;No;DSL;No;Sí;Sí;No;No;No;Mes a mes;Sí;Cheque electrónico;54.8;731.3;No
0221-WMXNQ;Hombre;1;No;No;4;Sí;No;Fibra óptica;Sí;No;No;No;No;No;Mes a mes;No;Cheque electrónico;75.35;273.4;No
0303-UNCIP;Hombre;0;No;No;41;Sí;Sí;DSL;No;No;Sí;No;No;Sí;Un año;No;Cheque por correo;65;2531.8;No
9947-OTFQU;Hombre;1;No;No;15;Sí;No;Fibra óptica;No;Sí;No;No;No;No;Mes a mes;Sí;Cheque electrónico;74.4;1074.3;Sí
0322-YINQP;Hombre;0;No;No;1;Sí;No;DSL;Sí;No;No;No;No;No;Mes a mes;Sí;Cheque por correo;48.55;48.55;Sí
0959-WHOKV;Hombre;0;No;No;42;Sí;Sí;Fibra óptica;Sí;Sí;Sí;No;No;Sí;Un año;Sí;Cheque electrónico;99;4298.45;No
4075-JFPGR;Mujer;0;Sí;No;51;Sí;No;Fibra óptica;Sí;Sí;Sí;No;Sí;No;Un año;Sí;Cheque electrónico;93.5;4619.55;No
4629-NRXKX;Mujer;0;Sí;Sí;2;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;70.4;147.15;Sí
9514-JDSKI;Hombre;1;Sí;No;1;No;Sin servicio de telefonía;DSL;No;Sí;No;No;Sí;No;Mes a mes;No;Cheque electrónico;40.2;40.2;Sí
3282-ZISZV;Hombre;0;No;Sí;32;Sí;Sí;DSL;No;Sí;Sí;Sí;Sí;Sí;Un año;No;Tarjeta crédito (automática);83.7;2633.3;No
3675-YDUPJ;Hombre;0;No;No;10;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;Sí;Cheque por correo;19.85;193.05;No
4111-BNXIF;Mujer;0;Sí;Sí;67;No;Sin servicio de telefonía;DSL;No;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Cheque electrónico;59.55;4103.9;No
7017-VFHAY;Mujer;0;Sí;Sí;61;Sí;Sí;Fibra óptica;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;No;Tarjeta crédito (automática);115.1;7008.15;No
6655-LHBYW;Hombre;0;No;No;50;Sí;Sí;Fibra óptica;Sí;Sí;Sí;Sí;Sí;Sí;Un año;No;Tarjeta crédito (automática);114.35;5791.1;No
4959-JOSRX;Mujer;0;Sí;No;2;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;Sí;Tarjeta crédito (automática);44.6;80.55;Sí
5046-NUHWD;Mujer;1;Sí;No;29;No;Sin servicio de telefonía;DSL;Sí;No;Sí;No;No;Sí;Mes a mes;Sí;Cheque electrónico;45;1228.65;No
7273-TEFQD;Hombre;1;No;No;3;No;Sin servicio de telefonía;DSL;No;No;Sí;No;No;Sí;Mes a mes;Sí;Cheque electrónico;41.15;132.2;Sí
3606-TWKGI;Hombre;1;No;No;13;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;106.9;1364.3;Sí
7529-ZDFXI;Hombre;1;Sí;No;57;Sí;Sí;Fibra óptica;No;Sí;No;No;No;Sí;Mes a mes;Sí;Cheque electrónico;89.85;4925.35;No
7605-BDWDC;Mujer;0;No;No;31;No;Sin servicio de telefonía;DSL;Sí;Sí;No;Sí;No;Sí;Dos años;Sí;Transferencia bancaria (automática);49.85;1520.1;No
1950-KSVVJ;Mujer;0;Sí;No;45;Sí;Sí;Fibra óptica;Sí;Sí;Sí;Sí;Sí;Sí;Un año;No;Cheque por correo;113.3;5032.25;No
0123-CRBRT;Mujer;0;Sí;Sí;61;Sí;Sí;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;No;Cheque por correo;88.1;5526.75;No
6292-TOSSS;Hombre;0;No;No;50;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Transferencia bancaria (automática);24.9;1195.25;No
3197-ARFOY;Mujer;1;No;No;19;Sí;No;Fibra óptica;Sí;Sí;No;Sí;Sí;Sí;Mes a mes;Sí;Cheque por correo;105;2007.25;No
6323-AYBRX;Hombre;0;No;No;59;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;19.35;1099.6;Sí
7014-ZZXAW;Mujer;0;Sí;No;71;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;Sí;Tarjeta crédito (automática);24.25;1732.95;No
4385-GZQXV;Mujer;1;No;No;16;Sí;No;Fibra óptica;No;No;No;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;94.45;1511.2;Sí
7633-MVPUY;Hombre;0;Sí;No;57;Sí;No;DSL;Sí;Sí;No;Sí;No;No;Dos años;Sí;Cheque electrónico;59.75;3450.15;No
6366-ZGQGL;Hombre;0;No;No;1;No;Sin servicio de telefonía;DSL;No;No;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);24.8;24.8;Sí
4716-HHKQH;Hombre;1;Sí;No;20;Sí;Sí;Fibra óptica;No;Sí;No;Sí;Sí;Sí;Mes a mes;No;Cheque electrónico;107.05;2172.05;No
5940-AHUHD;Hombre;0;No;No;1;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;70.6;70.6;Sí
6432-TWQLB;Hombre;0;Sí;No;5;Sí;Sí;Fibra óptica;No;Sí;No;Sí;No;No;Mes a mes;Sí;Cheque electrónico;85.4;401.1;Sí
4484-GLZOU;Mujer;0;Sí;No;52;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;105.05;5624.85;Sí
3179-GBRWV;Hombre;1;Sí;No;21;Sí;No;DSL;Sí;Sí;No;No;No;Sí;Mes a mes;Sí;Transferencia bancaria (automática);64.95;1339.8;No
8645-KWHJO;Hombre;0;No;No;14;No;Sin servicio de telefonía;DSL;No;No;Sí;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;55;771.95;No
4130-MZLCC;Mujer;0;No;No;5;Sí;No;DSL;No;Sí;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);50.55;244.75;No
0314-TKOSI;Mujer;0;No;No;6;Sí;No;DSL;Sí;Sí;No;No;No;No;Mes a mes;No;Cheque por correo;55.15;322.9;No
8229-MYEJZ;Mujer;0;No;No;10;Sí;No;DSL;No;Sí;No;No;No;No;Mes a mes;No;Cheque electrónico;51.2;498.25;No
2080-SRCDE;Mujer;0;No;Sí;1;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;25.4;25.4;No
9577-WJVCQ;Mujer;0;No;No;68;Sí;Sí;DSL;Sí;No;No;No;No;No;Mes a mes;No;Cheque por correo;54.45;3687.75;No
9512-UIBFX;Hombre;0;Sí;Sí;18;Sí;No;Fibra óptica;No;No;Sí;No;Sí;Sí;Mes a mes;No;Cheque por correo;95.15;1779.95;Sí
6202-DYYFX;Mujer;0;No;No;22;Sí;Sí;Fibra óptica;No;No;No;No;No;No;Un año;Sí;Tarjeta crédito (automática);76;1783.6;No
3808-HFKDE;Mujer;0;No;No;20;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;44.35;927.15;No
5583-SXDAG;Hombre;0;Sí;No;1;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;70;70;Sí
3488-PGMQJ;Hombre;1;No;No;8;Sí;No;Fibra óptica;No;Sí;No;No;No;No;Mes a mes;Sí;Cheque electrónico;74.5;606.55;Sí
3580-REOAC;Hombre;0;No;No;10;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;Sí;Tarjeta crédito (automática);44.85;435.4;Sí
7534-BFESC;Hombre;1;No;No;24;Sí;Sí;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;76.1;1712.7;Sí
3727-OWVYD;Hombre;0;No;No;35;Sí;No;DSL;Sí;Sí;Sí;No;No;No;Un año;No;Cheque por correo;61.2;2021.2;No
2294-SALNE;Hombre;0;Sí;Sí;23;Sí;No;Fibra óptica;No;Sí;Sí;Sí;No;No;Un año;No;Cheque por correo;86.8;1940.8;No
